date,QQQ,SPY,IWM,TLT,GLD
D0672,-0.0002991403,-0.0100361974,-0.0072820989,-0.0074596695,0.0016617178
D0673,-0.0172885980,-0.0110992067,-0.0143073036,0.0045894482,0.0010015009
D0674,-0.0030600526,-0.0086671994,-0.0176766063,-0.0050670053,-0.0030489049
D0675,-0.0079533337,-0.0023739020,-0.0052556908,-0.0056691382,-0.0038643150
D0676,0.0036063136,0.0038729679,0.0161751679,-0.0041863318,0.0000543493
D0677,0.0063817133,0.0041593531,0.0012803599,-0.0122704719,-0.0070471246
D0678,-0.0144039263,-0.0169284873,-0.0221715291,-0.0066542433,0.0016533273
D0679,0.0088065403,0.0018783535,0.0013123600,-0.0151207844,-0.0077871308
D0680,0.0060055599,0.0076402958,0.0028011078,0.0070112848,-0.0119507134
D0681,-0.0168143056,-0.0078027922,0.0014101358,0.0071404944,0.0015696611
D0682,-0.0299461967,-0.0284013421,-0.0285186929,0.0008022858,-0.0131096910
D0683,0.0013843867,0.0014970943,0.0076449460,0.0014524418,0.0124786427
D0684,0.0005869773,-0.0000373674,0.0069854741,-0.0066110000,0.0253690129
D0685,0.0056767703,0.0054739602,0.0090145942,0.0134718727,0.0111325715
D0686,-0.0217677946,-0.0079969272,-0.0127828318,0.0043395421,-0.0114459101
D0687,0.0077686650,0.0023083615,0.0038702783,-0.0032209278,0.0173820748
D0688,0.0279477360,0.0185825496,0.0209308689,-0.0063387190,0.0108552769
D0689,-0.0040822105,-0.0044379404,0.0018776473,-0.0029389296,-0.0008353576
D0690,-0.0214387171,-0.0108537180,-0.0002042925,0.0095583485,0.0158407745
D0691,-0.0112496830,-0.0062400348,-0.0134692374,-0.0003302491,0.0061312923
D0692,0.0018872915,-0.0048857814,-0.0125502188,-0.0114233465,0.0007493752
D0693,0.0290790802,0.0251044826,0.0138423410,0.0062248542,0.0117378506
D0694,-0.0209396538,-0.0149528911,-0.0091714452,0.0074045786,-0.0113823599
D0695,0.0089402812,-0.0034538461,-0.0029803174,0.0061886051,0.0005616321
D0696,-0.0064384340,-0.0002218949,0.0050636982,0.0114246070,0.0113046694
D0697,0.0154626365,0.0134260646,0.0157519412,-0.0008670742,-0.0006635757
D0698,-0.0163256548,-0.0147977707,-0.0173017551,0.0035820229,0.0123854785
D0699,-0.0001030647,0.0044263064,0.0107859446,-0.0005785085,0.0067668721
D0700,-0.0028987909,0.0039963619,0.0070411835,-0.0072630457,0.0011684617
D0701,0.0233168781,0.0145508810,0.0192242714,0.0010798665,-0.0076879955
D0702,0.0075539374,-0.0010940832,-0.0038363549,0.0060539540,0.0038555610
D0703,-0.0037434753,-0.0004036749,-0.0014283004,0.0009113453,0.0064170899
D0704,-0.0096041789,-0.0060240223,-0.0088707280,-0.0102379668,-0.0112693190
D0705,0.0222094890,0.0163124841,0.0089269733,-0.0145800081,-0.0030302379
D0706,0.0221122021,0.0137380833,0.0239636681,0.0002381229,0.0065041865
D0707,-0.0180351558,-0.0076008191,-0.0117798489,0.0091427471,-0.0062234098
D0708,0.0029298638,0.0035493408,0.0024539269,0.0027732631,-0.0014504244
D0709,-0.0085189322,0.0015625707,0.0067281830,-0.0030442538,0.0058774790
D0710,-0.0098163710,-0.0115448667,-0.0047987298,-0.0109611638,0.0056075467
D0711,-0.0030262116,-0.0028250557,-0.0002972648,0.0048983401,-0.0066330289
D0712,0.0104229325,0.0074054974,-0.0002216979,-0.0030662866,0.0123007504
D0713,0.0237116104,0.0187570319,0.0121432472,0.0002302819,0.0093353450
D0714,0.0105335578,0.0104284140,0.0130037854,-0.0013062141,-0.0044091488
D0715,-0.0258267235,-0.0153274598,-0.0162756794,0.0079673993,-0.0119090919
D0716,0.0094152816,0.0152742173,0.0150927818,-0.0006609621,0.0048430620
D0717,0.0286417342,0.0143352038,0.0183277345,-0.0099382622,-0.0057942105
D0718,-0.0002110666,0.0058662566,0.0167330667,0.0048847077,-0.0004782368
D0719,0.0350223040,0.0211304274,0.0201288196,-0.0180303247,0.0109002239
D0720,0.0138948131,0.0198022071,0.0100867082,0.0092653326,0.0043842074
D0721,0.0116476894,0.0004698057,0.0119199533,0.0042770724,0.0010725424
D0722,0.0094166120,0.0028856434,0.0001822240,-0.0051272870,-0.0183546259
D0723,0.0124190406,0.0134490600,0.0089199205,0.0011711099,-0.0009248469
D0724,0.0050256400,0.0006174759,-0.0044869112,0.0064353936,0.0002503728
D0725,0.0284999864,0.0189431299,0.0148376836,0.0047810496,0.0082315107
D0726,0.0105497015,0.0122211303,0.0078751095,-0.0020176666,-0.0008011426
D0727,-0.0174118751,-0.0124697723,-0.0048770987,0.0047730224,-0.0118877551
D0728,-0.0210857170,-0.0064024673,-0.0096613156,-0.0010218603,-0.0028839567
D0729,-0.0199973706,-0.0067518856,-0.0117636196,0.0132698864,0.0028183809
D0730,0.0202876415,0.0144920712,0.0213265911,0.0031393566,0.0084420537
D0731,0.0052981091,0.0025299939,0.0155529448,-0.0063765468,0.0000756068
D0732,0.0006824893,0.0022999233,-0.0007976937,0.0023153330,-0.0009004508
D0733,-0.0214476107,-0.0139113324,-0.0227704696,-0.0100975431,-0.0026423565
D0734,0.0072376181,0.0071364597,0.0109738349,-0.0144334681,-0.0143533483
D0735,0.0278266268,0.0136981670,0.0203201877,-0.0088208186,0.0004010800
D0736,-0.0082998879,-0.0028804659,-0.0030183414,-0.0016834903,-0.0100265220
D0737,0.0041871920,-0.0025020622,0.0013032609,0.0184008114,0.0161013440
D0738,0.0104315564,0.0065369615,-0.0054410905,-0.0118817703,0.0090578362
D0739,-0.0104688000,-0.0098392326,-0.0113168224,-0.0065535540,-0.0138138109
D0740,-0.0002233144,-0.0039778397,-0.0083620415,-0.0062611834,0.0026370717
D0741,-0.0027407692,-0.0024933514,0.0012620944,-0.0003098456,-0.0024868211
D0742,0.0069960196,0.0075999817,0.0066448774,-0.0000025541,-0.0063284671
D0743,-0.0114517553,-0.0040314176,-0.0025091711,0.0055713598,0.0039130500
D0744,0.0011165077,0.0038755283,0.0095732248,0.0073841612,0.0017578788
D0745,0.0196981029,0.0139821502,0.0193430872,-0.0000840822,0.0041133558
D0746,-0.0097203737,-0.0031960046,0.0142398676,0.0004002983,0.0022989184
D0747,-0.0057076332,-0.0057948140,0.0041565784,-0.0034577905,-0.0048151818
D0748,-0.0215243921,-0.0173320148,-0.0296958719,0.0065413591,0.0245988818
D0749,-0.0046054999,-0.0102520349,-0.0036980810,-0.0048202957,0.0102518429
D0750,-0.0034323647,-0.0049372936,-0.0060267498,0.0057782041,-0.0015371149
D0751,-0.0064077668,-0.0049825758,-0.0137389380,0.0032190878,-0.0170116820
D0752,-0.0056787543,-0.0002956153,0.0007219717,0.0056965443,0.0010087357
D0753,0.0166873488,0.0150702992,0.0185479779,0.0052452692,0.0100508765
D0754,-0.0056142013,-0.0094938408,-0.0063646264,0.0045094029,0.0101285124
D0755,-0.0125000027,-0.0120789583,-0.0094693648,0.0011566526,-0.0182446110
